index,Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,experience_level
234,Data Scientist,71-123,"Data Scientist

Before the dawn of everything internet, insurance was intimate and personal. You walked down the street to chat with your broker, and the risk to your business, your livelihood, was covered with a handshake. Today things are different. The average insurance policy for a mom-and-pop store trades through a dozen different hands and traverses a maze of systems and processes. Few are accountable and fewer know the whole story.

Some of the problems you will solve entail understanding data, identifying patterns, quantifying the impact of ML / NLP models and designing data visualizations. We seek a data scientist to help drive a new digital AI product team on a mission to unlock the potential of data and identify new opportunities.

As one of the founding members of a small, multi-disciplinary team of technologists, designers and product managers, you’ll have the freedom to make key product decisions without much oversight, and the tools and resources to build and ship ideas quickly. You’ll be a part of a startup-like environment, with the opportunity to have more control and leadership; in a company with thousands of existing customers.

Who you are
You want to use your statistical, scientific, and engineering training to craft and deploy models to transform one of the most entrenched industries.
You paint with plots and your models don’t keep secrets.
Image recognition is no longer an innovation to you, instead it is a routine task.
NLP isn’t a foreign acronym and you’ve gone from strings to whiskers.
You sail smooth in Python and always have sklearn, tensorflow, keras and pytorch on deck.
K-means more than a curt text and Logit and Probit are not Hobbit characters.
You have experience with relational databases such as PostgreSQL, Oracle or SQL Server, and maybe even Hadoop, Hive, Spark or Redshift.
You strive to learn the newest and greatest techniques where BERT/ELMo are not just Sesame Street© characters.
What you’ll own
The foundation for advanced analytics at a global company.
The roadmap of projects you’ll work on that tie directly to business goals and objectives.
Manage the entire lifecycle of data projects from strategic planning to tactical activities (data collection, cleanup, analysis, model implementation).
Sourcing new data for a firm that rarely scrapes, pulls or pushes.
Facilitate communication throughout the development process between executive stakeholders, your users and technical teams.
Coordinate and build strong working relations with various internal stakeholder groups, including IT, engineering, and legal.
Minimum Qualifications
Degree in computer science, engineering, mathematics, statistics, data science or a related technical field, or equivalent practical experience.
3 years of work experience in data science or related field.
Experience with statistical modeling using R, Python, or similar statistical languages.
In depth knowledge of advanced models such as generalized linear models, penalized regression models, tree based models and neural networks
Proven track record building business-practical models and implementing them into production.
Familiarity with Pandas, Numpy, Scikit-learn, Keras, Tensorflow, Pytorch
Experience with data architecture and management (PostgreSQL, Hadoop, Oracle, Hive, Spark, Redshift and/or SQL Server)
Apply on https://argogroup.wd1.myworkdayjobs.com/Argo

PLEASE NOTE: At this time, Argo Group will not sponsor an applicant for employment authorization for this position. To all recruitment agencies: Unless you have been requested to work on this position, or other positions with Argo Group, please do not forward any resumes to Argo Group employees. Argo Group is not responsible for any fees related to unsolicited resumes.

We are an Equal Opportunity Employer. We do not discriminate on the basis of age, ancestry, color, gender, gender expression, gender identity, genetic information, marital status, national origin or citizenship (including language use restrictions), denial of family and medical care leave, disability (mental and physical) , including HIV and AIDS, medical condition (including cancer and genetic characteristics), race, religious creed (including religious dress and grooming practices), sex (including pregnancy, child birth, breastfeeding, and medical conditions related to pregnancy, child birth or breastfeeding), sexual orientation, military or veteran status, or other status protected by federal, state and/or local laws.

Applicants: For the most convenient application experience, please use the “Apply with LinkedIn” button. If manually entering, only include your most recent or relevant job information needed for this role. For either method, please attach your most current resume. Additional job history may be obtained if selected for the interview process.",3.5,Argo Group US,"New York, NY","Hamilton, Bermuda",1001 to 5000 employees,1948.0,Company - Public,Insurance Carriers,Insurance,$1 to $2 billion (USD),,2
235,Data Scientist,71-123,"Job Description
Key Job Duties and Responsibilities

II-VI Epiworks is seeking a Data Scientist in our Quality Department to support its semiconductor manufacturing operations. This position supports the company's ISO 9001:2015 Quality system. This position requires creative problem solving, cross-functional communication, team work, and technical, documentation and presentation skills. Candidates should demonstrate an exceptional ability to quickly adapt to ambiguous business objectives, while clearly communicating the value of advanced analytics to a technical audience.

Primary Responsibilities:
Support the maintenance and improvement of the quality management system (QMS).
Compile and write control plans, procedures, work instructions and checklists for products as controlled documents within the QMS.
Identify improvement opportunities through the use of advanced statistics problem solving techniques, mathematical modeling, quantitative analysis and data modelling to improve and sustain process effectiveness.
Assist as a quality lead in development and implementation of improvement plans to reduce variation about the mean of various process parameters.
Report the results of supplier audits, surveys and evaluations based on the supplier's ability to provide products meeting specifications and requirements.
Perform internal audits including pre-audit planning, audit execution, evaluation, post audit follow up and recommendations.
Performs duties in compliance with all safety rules and regulations required by Company, Federal, State and Local provisions. (Safety)
Performs other duties within the scope of job assignment as assigned by Supervisor.
Requirements Include:
Bachler's degree in a technical discipline, such as applied mathematics, statistics, decision science, econometrics, engineering, or computer science.
Experience with system and data analysis tools and data structure including spreadsheets (Excel), programming (e.g., C++, VB), and data (e.g., Access, Oracle, data/text mining, SQL, SQL Servers, Mathematica, SAS, JMP, and Minitab).
General programing and scripting language in support of data manipulations including Excel macros and SQL Queries
Six Sigma Methods and Associated skills including Statistical Process Control (SPC)
Job Posted by ApplicantPro",3.3,II-VI Incorporated,"Champaign, IL","Saxonburg, PA",10000+ employees,1971.0,Company - Public,Telecommunications Manufacturing,Telecommunications,$1 to $2 billion (USD),"Lumentum Operations, Keysight Technologies, O-Net Technologies",2
236,Data Scientist,71-123,"Position Data Scientist Location San Francisco, CA Duration Long Term At least 7+ years of experience in applied data science, analytics, data storytelling. Write well documented code that can be shared and used across teams, and can scale to be used in existing products. SQL, Advanced Python or R (descriptive predictive models), Tableau Visualization. Working knowledge of Hadoop, BigQuery, Presto, Vertica Apply your expertise in quantitative analysis, data mining, and the presentation of data to uncover unique actionable insights about customer service, health of public conversation and social media Inform, influence, support, and execute analysis that feeds into one of our many analytics domains - Customer analytics, product analytics, business operation analytics, cost analytics, media analytics, people analytics Select and deselect analytics priorities, insights and data based on ability to drive our desired outcomes Own the end to end process, from initiation to deployment, and through ongoing communication and collaboration, sharing of results to partners and leadership Mentor and create sense of community and learning environments for our global team of data analysts Soft skills Ability to communicate findings clearly to both technical and non-technical audiences and to effectively collaborate within cross-functional teams Working knowledge of agile framework and processes. You should be comfortable managing work plans, timelines and milestones You have a sense of urgency, move quickly and ship things Bonus Points You're experienced in metrics and experiment-driven development Experience in statistical methodology (multivariate, time-series, experimental design, data mining, etc.) Thanks Regards... G Naveen Kumar Surya Systems, Inc 120 E Uwchlan Avenue Suite 203 Exton, PA 19341 Email GavvalaNsuryasys.com mailtoGavvalaNsuryasys.com Desk 215-344-2345",4.6,Surya Systems,"San Francisco, CA","Bristol, PA",1 to 50 employees,,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD),,2
237,Data Scientist,71-123,"Who we are


Fueled by a fundamental belief that having access to financial services creates opportunity, PayPal (NASDAQ: PYPL) is committed to democratizing financial services and empowering people and businesses to join and thrive in the global economy. Our open digital payments platform gives PayPal’s 305 million active account holders the confidence to connect and transact in new and powerful ways, whether they are online, on a mobile device, in an app, or in person. Through a combination of technological innovation and strategic partnerships, PayPal creates better ways to manage and move money, and offers choice and flexibility when sending payments, paying or getting paid. Available in more than 200 markets around the world, the PayPal platform, including Braintree, Venmo and Xoom, enables consumers and merchants to receive money in more than 100 currencies, withdraw funds in 56 currencies and hold balances in their PayPal accounts in 25 currencies.

When applying for a job you are required to create an account, if you have already created an account - click Sign In.

Creating an account will allow you to follow the progress of your applications. Our system does have some requirements that will help us process your application, below are some guidelines for creation of your account:
Provide full legal First Name/Family Name – this is important for us to ensure our future hires have the right system set up.
Please Capitalize first letter of your First and Last Name.
Please avoid using fully capitalized text for your First and/or Last Name.
NOTE: If your name is hyphenated or has multiple capitalization, please use the same format as your government ID.
Job Description Summary:

At PayPal, we’re literally reinventing how the world pays and gets paid. We understand that it’s about people. We connect individuals to let them shop, get paid, donate and send money using today’s technology with the confidence that comes from the security and control PayPal enables. Are you ready to help us change the world?

The world’s leading payments company, PayPal, brings together a family of brands that are revolutionizing the way people move money. At PayPal you will be immersed in an amazing community with a vibrant culture that thrives on innovation, collaboration, inclusion and wellness.

As a Data Scientist in PayPal’s Global Data Science organization, you will have an impact on PayPal’s marketing and product all around the world. Our data scientists work to better understand our end-users, identify opportunities and improve our products and marketing outreach by creating personal and smart experiences. Making use of PayPal’s endless amount of data, you will leverage your data and machine learning skills for research and delivery of end-to-end Data Science solutions.

If you are an experienced Data Scientist with sharp analytical skills and a passion for deriving new insights from unimaginable amounts of data, solving unique challenges, leveraging machine learning algorithms, and working in a highly collaborative, values-driven environment – then PayPal’s Global Data Sciences (GDS) is looking for you.

Job Description:

In your role as a Lead Data-Scientist, you will:

· Work with partners to translate business challenges into Data Science problems

· Mine data and extract information in PayPal’s Big Data environment

· Leverage Machine Learning algorithms to solve real-life problems

· Work with engineers and product managers to develop and deliver E2E data science driven solutions that bring real business value

· Analyze various kinds of data to conclude actionable insights

· Carry out independent research and innovation in new content, ML and technological domains, while supporting existing projects

About You

· Masters, PhD, or equivalent experience in a quantitative field (Computer Science, Mathematics, Engineering, Artificial Intelligence, etc.

· 1-2 years Product/Marketing data science work experience is a plus

· Code writing capability in any programming language (Python, R, Java, Scala, etc.) and familiarity with relevant ML packages

· Hadoop experience (PIG, Hive, Spark)

· Strong analytical skills

· Excellent spoken and written English

· Team worker, responsible, delivery-oriented

Subsidiary:

PayPal

Travel Percent:

0

Primary Location:

Remote Texas, Texas, United States of America

Additional Locations:

San Jose

We're a purpose-driven company whose beliefs are the foundation for how we conduct business every day. We hold ourselves to our One Team Behaviors which demand that we hold the highest ethical standards, to empower an open and diverse workplace, and strive to treat everyone who is touched by our business with dignity and respect. Our employees challenge the status quo, ask questions, and find solutions. We want to break down barriers to financial empowerment. Join us as we change the way the world defines financial freedom.

PayPal provides equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, pregnancy, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by federal, state or local law. In addition, PayPal will provide reasonable accommodations for qualified individuals with disabilities. If you are unable to submit an application because of incompatible assistive technology or a disability, please contact us at paypalglobaltalentacquisition@paypal.com.",3.8,PayPal,Texas,"San Jose, CA",10000+ employees,1998.0,Company - Public,Internet,Information Technology,$10+ billion (USD),"Square, Amazon, Apple",2
238,Data Analyst,71-123,"About us


Life360 brings families closer with smart tools designed to protect and connect the people who matter most.

Known for first-to-market solutions for modern family challenges, Life360 recently reached #1 in Apple's US App Store's list of free social networking apps. Nearly 1 in 10 US families with kids use Life360 an average of 12 times a day, and global membership is growing exponentially, with over 28 million active users in over 140 countries as of March 31, 2020 making Life360 the largest mobile service for families in the world.

This reach gives us the opportunity to do unprecedented good for families through our valued core offerings: advanced location sharing, private messaging, driver monitoring, help alerts, 24/7 roadside assistance, and Crash Detection with emergency response. On average we respond to 1,000 roadside assists and dispatch 200+ ambulances each month to those in need.

Offering both free and paid memberships. In addition, the company has raised over $200 million in equity financing, and recently completed an IPO on the ASX exchange giving our employees the liquidity of a public company with the upside of a private growth stage business.

Life360's rapidly growing team of 150+ employees is headquartered in San Francisco, with offices in San Diego, and Las Vegas.

About the Job:

Data plays a crucial role in Life360's growth by driving smarter decisions, improving operations, and creating higher value user experiences. As an analytics team, we partner with a wide variety of cross-functional partners to apply data insights against strategic initiatives. ""Know Our Users"" is a Life360 core value and we're looking for analytics professionals who are passionate about leveraging user data to create value for Life360 families.

You'll be working in a dynamic growth environment, leading efforts to better understand the business, the product, and the customer. Life360 has one of the most interesting datasets in the world: location, driving, product usage, and purchasing behavioral data - all centered around who matters most, the family. If you have a passion for making an impact and working on products that help millions of families around the world, then this is the right place for you.

Responsibilities:

Analytics team members work closely with specific strategic teams but also have opportunities to work on company-wide initiatives. This person is expected to focus on that particular area but also generalize their skills towards other parts of the business with a variety of projects.

In this role, we are looking for someone to partner with the Revenue team in developing actionable insights from both product and financial perspectives. Common projects range from financial disclosure reports that tell Life360's growth story to conducting deep-dive analyses into identifying opportunities for subscription growth. Ultimately, you will be tasked with finding data insights that deliver business value.

These are some typical responsibilities:
Leverage data to understand the Life360 family and their product usage, developing insights that apply to product, marketing, and business strategy.
Partner with executives, product managers, engineers, marketers, designers to translate data insights into smarter decisions and applications.
Establish and manage KPIs that measure the health of the business, product performance, and customer experience quality.
Build dashboards and reporting processes to monitor business and product trends.
Develop frameworks, tools, and best practices to apply data insights towards business questions.
Conduct analyses and build models that identify opportunities and drive growth.
Design and analyze experiments, communicate results, and drive decisions.
Potential projects may include forecasting business performance, developing family driving profiles, and predicting customer lifetime value.
Minimum Qualifications:

We are looking for candidates with a diverse background that will compliment the skills and backgrounds of the current team. If you don't fit all the criteria below please apply anyway as this list is more of a preference rather than a rule. Our priority is for a well rounded team that delivers results.
We are looking for candidates who have had previous experience on analytics teams and are willing to help coach and mentor colleagues on best data practices.
5+ years is preferred.
Degree in a quantitative field like statistics, economics, applied math, operations research, or engineering, finance, business intelligence. Advanced degrees are preferred.
Experience in product analytics related to mobile apps
SQL expertise - able to write structured and efficient queries on large datasets.
Experience in scripting languages, like analysis and visualization libraries in Python or R.
Strong verbal/written communication skills and the ability to collaborate with cross-functional partners to build the business.
Proficiency in building data visualizations and interactive dashboards with tools like Tableau.
Experience designing and evaluating experiments to draw inferential recommendations.
Curiosity to learn about new topics and uncover hidden insights.
Perks
Fridays are Work From Home days at Life360
Competitive pay and benefits
Free snacks, drinks (three ways to brew your favorite cup of coffee), and food in the office
Catered lunches throughout the week
Health, dental and vision insurance plans
401k plan
$200/month Quality of Life perk
A great office with plenty of light in the heart of the SOMA district in beautiful San Francisco
Whatever makes you stronger makes us stronger. We buy you the things you need to improve yourself and get your job done.
This position is located in San Francisco, CA. It is not a remote role.",3.9,Life360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008.0,Company - Public,Internet,Information Technology,Unknown / Non-Applicable,,3
239,Data Scientist,71-123,"Job Description
We are looking for Data Scientist with Python, Tensorflow, SKLEARN, pandas,numpy skills. Experience 2-8 years.",3.9,Predictive Research Inc,"Plano, TX","Bangalore, India",1 to 50 employees,,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,1
240,Data Scientist,90-124,"Job Description


Oversight is a leading provider of cloud-based artificial intelligence solutions automating and analyzing financial payment transactions to identify fraud, non-compliant purchases, and wasteful spending. Oversight analyzes over $2 trillion in expenditures annually at Fortune 5000 companies and government agencies worldwide.

In this position as a Data Scientist, you will be working with a team of skilled and motivated data scientists and machine learning engineers designing and building AI solutions to expand our product line.

Responsibilities


Our team is at the fore front of building, operating and supporting business systems with machine learning at their core.

As a Data Scientist you will be incorporating machine learning into our products in order to transform how companies find and manage spend risk throughout their organization. You will collaborate with cross functional teams on complex data science problems and be responsible for solution design, data preparation, model building, and model management.

Ultimately, we’re looking for people who are excited by machine learning, data and technology, love to solve problems, constantly challenge themselves to provide the best user experience, can work well alone, have a wide range of skills and are able and willing to constantly learn.

Skills


Technical Skills/Requirements
3+ years real world experience in a data science or equivalent role
Extensive experience designing and maintaining a machine Learning pipeline – ETL, feature engineering, modeling, predicting, explaining, deploying and ongoing diagnostics
Excellent pattern recognition and predictive modeling skills
Experience communicating complex models and designing
Strong experience with data processing and data analytics
Experience analyzing a wide variety of structured and unstructured data
Strong communication and data presentation skills
Experience in both R&D and commercial software product development environment is a plus
Technologies
Expertise in python, scikit-learn, and pandas
Experience with Deep learning frameworks (FastAI , Keras, PyTorch etc.) preferred
SQL
Linux

Interested and qualified candidates should submit a resume with salary requirements to recruiter@oversightsystems.com.

About Oversight

The world’s largest companies and government agencies trust Oversight to identify enterprise spend risk no matter where it resides in their organization. Oversight’s AI-powered platform drives financial transformation by reducing audit effort and eliminating data silos to monitor and analyze 100% of spend transactions with unparalleled accuracy. With full visibility into spend, Oversight customers find and prioritize employee-initiated and third-party spend risk that would otherwise go undetected by in-house processes. By identifying process breakdowns and making corrections early, Oversight helps optimize budgets, reduce out-of-policy spending by 70% while maximizing audit efficiency and eliminating cash leakage.

Oversight is an equal opportunity employer.

Job Applicant Privacy Notice",4.7,Oversight Systems,"Atlanta, GA","Atlanta, GA",51 to 200 employees,2003.0,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),,1
241,Data Scientist,90-124,"Acuity is seeking a Senior Research Statistician- Data Scientist to use statistical knowledge and research skills to solve business problems. The Research Statistician will develop, implement, and interpret statistical models with a strong emphasis on data mining and statistical/predictive modeling. Provides work direction.
ESSENTIAL FUNCTIONS:
Identifies and acquires additional data sources, both internal and external, that can be used to enhance analyses.
Lead the development of analytical models to drive superior business outcomes.
Develop in-depth understanding of drivers for optimization by utilizing statistics and data mining techniques.
Using latest PC tools, develop, enhance and monitor reports and models for other business areas.
Evaluate and use Data Mining Tools.
Support, train, encourage, consult other areas in the company and provide actionable information to management.
Continually monitor database information and future needs.
Explore and acquire data from outside sources.
Use database tools to support other departments
Regular and predictable attendance.
Perform other duties as assigned.
EDUCATION:
Masters/PhD in Statistics, Mathematics, Economics, Operations Research or Computer Science
EXPERIENCE:
5 years P&C insurance, modelling and project leader experience. Programming skills including SAS and R.
OTHER QUALIFICATIONS:
Strong interpersonal, quantitative, problem-solving, computer and conceptual skills.
Aptitude in predictive modeling, multivariate analysis, statistical modeling, data mining techniques and mathematical statistics.
Ability to apply strong programming and data management skills.
Knowledge of and experience with at least one major computer programming language or advanced syntax in a major statistical package.
This job is classified as exempt.",4.8,Acuity Insurance,"Sheboygan, WI","Sheboygan, WI",1001 to 5000 employees,1925.0,Company - Private,Insurance Carriers,Insurance,$1 to $2 billion (USD),,2
242,Data Engineer,90-124,"1010data values:


Integrity: Doing the right things for the right reasons

Agility: Adapting and thriving in a dynamic environment

Teamwork: Combining our strengths to do amazing things

Passion: Channeling enthusiasm to drive excellence

Creativity: Unleashing curiosity to defy the norm

About the role:


As a Software Data Engineer at 1010data, you will be responsible for designing, maintaining, and optimizing large-scale automated ELT processes. Working actively with data scientists and analysts specializing in enterprise data warehousing, you will leverage industry-standard data orchestration tools as well as in-house proprietary scheduling and automation tools to create efficient and reliable ELT jobs which support 1010data's product offerings and data warehousing needs for our customers. As we incorporate more cloud technologies into our processes, you will be at the forefront of exploring and defining best practices, and helping us transition our products to be more scalable.

As part of the onboarding process, you will learn about 1010data's proprietary technology stack. Our query engine, query language, database, and data storage layer were all developed and fine-tuned in-house over the lifetime of the company. ELT processes heavily rely on these components, whether they are written in Python and Airflow , K, or our proprietary data orchestration tools. You will be formally trained in the latter as a new 1010data employee. The concepts should be familiar to anyone with exposure to database techniques like normalization/indexing/partitioning, MapReduce, columnar database architecture and distributed systems.

This role is not sponsorable

What you will take on:
Taking end-to-end ownership of data products and custom solutions for our clients
Coordinating with the systems, core, data science, and analytics teams to build and maintain data products and custom solutions for our clients
Designing and writing automated scripts to preprocess terabytes of data from our partners/clients
Designing and writing new enterprise-scale ELT/ETL workflows from scratch in Python using Airflow, Docker, Kubernetes, AWS, etc.
Modifying/redesigning legacy ELT/ETL processes to leverage cutting-edge open source and proprietary technologies
Ensuring quality, reliability and uptime for critical automated processes
Migrating our products and processes into the cloud while drastically reducing our in-house data center footprint
What you already have:


Required Skills:
At least 1-2 years of professional experience programming in Python
Exposure to ETL/ELT pipeline automation
Exposure to basic database concepts
Preferred Skills:
Good understanding of Data Engineering, NoSQL databases and database design, distributed systems and/or information retrieval
Knowledge of Apache Airflow
Familiarity with functional/vector programming
DBA experience
Ability to plan and collect requirements for projects, and interact with the analyst and data science teams
Education:
STEM Bachelor's required, graduate degree is a big plus
About 1010data:


For more than 20 years, 1010data has helped financial, retail and consumer goods customers monitor shifts in consumer demand and market conditions and rapidly respond with highly-targeted strategies. The 1010data Insights Platform combines market intelligence, data management, granular enterprise analytics, and collaboration capabilities to empower better business outcomes. More than 900 of the world's foremost companies partner with 1010data to power smarter decisions.

You can find this on the Company page of 1010data at https://1010data.com/company/

We are an equal opportunity employer and value diversity at our company. We do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.",3.1,1010data,"New York, NY","New York, NY",201 to 500 employees,2000.0,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,2
243,Data Scientist,90-124,"Requisition ID: 256384Work Area: Software-ResearchExpected Travel: 0 - 10%Career Status: ProfessionalEmployment Type: Regular Full TimeCareer Level: T2Posting Date : 6/16/2020COMPANY DESCRIPTIONSAP started in 1972 as a team of five colleagues with a desire to do something new. Together, they changed enterprise software and reinvented how business was done. Today, as a market leader in enterprise application software, we remain true to our roots. That's why we engineer solutions to fuel innovation, foster equality and spread opportunity for our employees and customers across borders and cultures.SAP values the entrepreneurial spirit, fostering creativity and building lasting relationships with our employees. We know that a diverse and inclusive workforce keeps us competitive and provides opportunities for all. We believe that together we can transform industries, grow economics, lift up societies and sustain our environment. Because it's the best-run businesses that make the world run better and improve people's lives.Purpose and Objective:SAP Labs, LLC seeks a Data Scientist at our Palo Alto, CA location to analyze customer's business problems, use cases and forms the requirements into feasible product feature.Expectations and Tasks:Explore data sources, implements data exploration, pre-processing and data cleansing on the historical data. Understand data and evaluate data quality from both data science and business value perspectives. Prepare the data for future models. Develop statistical / machine learning models based on the pre-processed data as a proof-of-concept. Assess and optimize the model quality based on technical level by tuning hyper-parameters, settings or even changing the models. Integrate the statistical / machine learning models into product. Work with application developers, machine learning engineers closely to ensure the model is ported into the product based on the prototyping. Work with product managers and designers to ensure all the features are delivered. Evaluate and improve the model performance under business context. Refine the model by tuning hyper-parameter, adjusting data sources or model approaches to resolve the business problem of customer. 10% travel required.Education and Qualifications/Skills and Competencies:Bachelor's degree in Computer Science, Engineering, Mathematics or a related field of study and 5 years of experience required. The company will also accept a Master's degree and 2 years of experience.Work Experience:Experience must involve 2 years in the following: ML and data science knowledge to define the next key features for the solution; build features architected for speed and distributed computing; Research, prototyping and development in the big data, machine learning and data science domain and machine learning frameworks. 10% travel required.Travel: 10% travel required.Internal use only: reference code lhrs4262SAP'S DIVERSITY COMMITMENTTo harness the power of innovation, SAP invests in the development of its diverse employees. We aspire to leverage the qualities and appreciate the unique competencies that each person brings to the company.SAP is committed to the principles of Equal Employment Opportunity and to providing reasonable accommodations to applicants with physical and/or mental disabilities. If you are interested in applying for employment with SAP and are in need of accommodation or special assistance to navigate our website or to complete your application, please send an e-mail with your request to Recruiting Operations Team (Americas: Careers.NorthAmerica@sap.com or Careers.LatinAmerica@sap.com, APJ: Careers.APJ@sap.com, EMEA: Careers@sap.com). Requests for reasonable accommodation will be considered on a case-by-case basis.EOE AA M/F/Vet/Disability:Qualified applicants will receive consideration for employment without regard to their age, race, religion, national origin, gender, sexual orientation, gender identity, protected veteran status or disability.Additional Locations :",3.6,Gigya,"Palo Alto, CA","Mountain View, CA",201 to 500 employees,2006.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,2
244,Other,90-124,"Genesis Research is an international healthcare consultancy providing end-to-end evidence development, optimization and communication services for Life Sciences groups. Our RWE-S team has seen exceptional growth and success in providing holistic and comprehensive support to Life Science organizations. We are looking for an experienced Real World Evidence (RWE) Scientist to join our research team.
Location: Hoboken, New Jersey.
Responsibilities:
Conceptualize the scope of projects and work with the team from project initiation through completion of client deliverables
Work with project teams to identify data needs, sources, and structure to support client issues problem solving
Understand the strengths and limitations of Real-World Data (RWD) sources
Generate Evidence and Analyze large and complex healthcare data (Claims, EMR, and Registry Data) using R, SQL, Python
Participate in the production and presentation of deliverables
Develop creative solutions for complex problems
Key Requirements:
Bachelor’s degree in a technical or quantitative field from an accredited college or university (e.g., statistics/ biostatistics, epidemiology, bioinformatics, health economics, mathematics, outcomes research, public health, biology, medicine); Masters, MPH or PhD degree preferred
3+ years relevant work experience (less with PhD)
Demonstrated knowledge of R/SQL and statistical methods
Experience developing and implementing statistical analysis plans utilizing RWD or clinical trials
Demonstrated thorough aptitude for conducting quantitative and qualitative analyses
Willingness to provide superior customer service through first-rate work product
Ability to work independently and collaboratively
Strong communication skills with the ability to explain technical data analysis results to business people, as well as communicate quantitative challenges and issues to technical people
Knowledge Preferred:
Significant experience working with analytical models and visualization techniques and tools
Advanced analytics techniques (regression, simulation, etc.)
Identifying and addressing client needs, building relationships with clients, developing requests for proposals
Creative and innovative problem solving skills
Ability to work under tight deadlines in a highly dynamic environment.
Experience developing scientific communications (Abstracts, Posters, Reports)
Compensation:
Competitive salary, 401K, performance-related bonus and health insurance benefits.
Genesis Research is an equal opportunities employer.",5.0,Genesis Research,"Hoboken, NJ","Hoboken, NJ",1 to 50 employees,2009.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,2
245,Data Scientist,90-124,"Job Overview:

Advanced Analytics - Data Scientist will execute advanced computational approaches to accelerate and optimize evidence-based pharmaceutical product development. He/She will leverage high-dimensional population health data to support R&D, Medical, HEVA, commercial product development, access and business strategy. The Advanced Analytics Data Scientist roles will generate analytics required by healthcare decision makers to support patient access and use of Sanofi medicines and he/she will contribute to the insights required by Sanofi internal teams to develop and commercialize the most impactful medicines.

Job Responsibilities:
Get to apply a broad array of capabilities spanning machine learning, statistics, text-mining/NLP, and modeling to extract insights to structured and unstructured healthcare data sources, pre-clinical, clinical trial and complementary real world information streams.
Work on a variety of team-based projects providing expertise in analytical and computational approaches.
Work with the latest tools and technologies to impact drug development
Contribute to the Advanced Analytics plans for projects across R&D, Medical Affairs, HEVA and Market Access Strategies and Plans.
Design and implement data models, perform statistical analysis and create predictive analysis models
Leverage analytics involving large datasets to refine and improve data models.
Build and construct prototypes of Advanced Analytic work-flows.
Essential Skills & Experience:
PhD or ScD in quantitative field such as Health Services research, Medical Economics, Medical Informatics, Biostatistics, or Computer Science, computer engineering or related field
Relevant Masters Degree, with at least 3 years of relevant industry experience
Experience with open source technologies, ML libraries, and programming languages (R, python)
Experience with advanced ML techniques (neural networks/deep learning, reinforcement learning, SVM, PCA, etc.).
An ability to interact with a variety of large-scale data structures e.g. HDFS, SQL, noSQL
Experience working across multiple compute environments to create workflows and pipelines (e.g. HPC, cloud, linux systems)
Experience with any of the following: biomedical data types/population health data/real world data/novel data streams.
Strong oral and written communication skills
A demonstrated ability to work and collaborate in a team environment
Desirable Skills & Experience
Experience with reproducible and collaborative technology platforms (e.g. github, containers, jupyter notebooks)
Experience with big data analytics platforms and/or workflow tools
Exposure to NLP technologies and analyses
Knowledge of some datavis technologies (ggplot2, shiny, plotly, d3, Tableau or Spotfire)
Sanofi Inc. and its U.S. affiliates are Equal Opportunity and Affirmative Action employers committed to a culturally diverse workforce. All qualified applicants will receive consideration for employment without regard to race; color; creed; religion; national origin; age; ancestry; nationality; marital, domestic partnership or civil union status; sex, gender, gender identity or expression; affectional or sexual orientation; disability; veteran or military status or liability for military status; domestic violence victim status; atypical cellular or blood trait; genetic information (including the refusal to submit to genetic testing) or any other characteristic protected by law.

Sanofi Glassdoor: #GD-SA

Sanofi LinkedIn: #LI-SA

At Sanofi diversity and inclusion is foundational to how we operate and embedded in our Core Values. We recognize to truly tap into the richness diversity brings we must lead with inclusion and have a workplace where those differences can thrive and be leveraged to empower the lives of our colleagues, patients and customers. We respect and celebrate the diversity of our people, their backgrounds and experiences and provide equal opportunity for all.",3.7,Sanofi,"Cambridge, MA","Paris, France",10000+ employees,1973.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, GlaxoSmithKline",3
